label,n,p,k,temperature,humidity,soil_moisture,soil_type,fertilizer
ground_nuts,5,19,8,29.48,60.63,42.23,Clayey,17-17-17
pulses,12,38,3,25.33,53.26,27.11,Red,10-26-26
oil_seeds,42,0,0,26.0,57.01,31.36,Loamy,17-17-17
sugarcane,38,0,0,30.09,62.9,44.53,Red,17-17-17
pulses,14,32,0,27.83,53.2,58.73,Loamy,17-17-17
maize,13,36,2,37.81,73.97,40.95,Black,17-17-17
tobacco,12,8,4,36.87,61.5,54.95,Loamy,17-17-17
cotton,35,0,4,30.98,66.44,29.27,Sandy,17-17-17
paddy,38,0,2,30.41,52.79,24.79,Red,Urea
maize,14,10,9,35.69,58.61,58.14,Red,20-20
millets,20,23,0,23.11,53.38,41.79,Black,17-17-17
tobacco,7,4,1,23.82,59.74,65.58,Black,17-17-17
tobacco,33,0,0,34.2,72.31,28.33,Black,14-35-14
oil_seeds,13,9,0,34.22,74.96,58.79,Red,28-28
paddy,41,0,4,36.98,73.11,41.32,Clayey,28-28
millets,9,44,0,34.68,76.53,33.78,Black,Urea
barley,9,37,0,24.22,50.03,55.39,Clayey,20-20
oil_seeds,8,7,1,34.25,73.29,38.06,Loamy,14-35-14
barley,1,27,8,31.43,64.88,54.37,Sandy,28-28
barley,14,17,1,31.14,61.27,45.36,Black,17-17-17
ground_nuts,26,18,0,24.69,54.86,47.9,Black,28-28
wheat,20,18,0,30.39,67.95,35.69,Sandy,DAP
millets,15,15,3,28.44,46.2,34.75,Clayey,14-35-14
pulses,1,25,23,30.6,56.63,35.82,Black,10-26-26
maize,12,22,12,25.64,56.54,49.67,Red,28-28
pulses,32,4,2,33.35,59.4,66.69,Loamy,10-26-26
pulses,37,2,1,23.15,58.66,63.44,Loamy,17-17-17
pulses,25,18,4,34.48,70.08,59.13,Clayey,17-17-17
ground_nuts,10,32,1,28.39,51.27,70.0,Clayey,17-17-17
wheat,9,27,9,39.9,73.93,32.55,Black,17-17-17
cotton,13,31,10,32.98,58.76,28.59,Clayey,10-26-26
ground_nuts,12,8,18,29.66,49.78,23.81,Black,Urea
ground_nuts,4,27,9,30.69,58.35,21.33,Black,17-17-17
maize,35,1,3,23.98,48.21,35.49,Black,20-20
tobacco,5,33,12,28.52,72.19,59.12,Clayey,14-35-14
millets,12,20,9,31.01,60.4,43.04,Clayey,DAP
cotton,9,8,0,27.53,47.05,22.75,Clayey,28-28
oil_seeds,12,33,0,36.9,52.23,24.84,Black,10-26-26
sugarcane,35,0,0,29.16,61.51,34.35,Black,20-20
ground_nuts,18,23,0,27.28,53.81,39.02,Sandy,DAP
barley,14,32,2,33.4,58.26,40.56,Red,20-20
barley,11,12,0,31.02,54.58,45.71,Red,10-26-26
oil_seeds,26,24,0,24.23,64.12,49.89,Loamy,20-20
oil_seeds,9,11,19,21.96,40.71,40.64,Clayey,20-20
maize,44,4,4,34.33,69.34,32.53,Loamy,14-35-14
maize,24,24,0,30.88,66.31,38.96,Clayey,20-20
ground_nuts,9,37,0,21.52,61.31,30.52,Loamy,14-35-14
barley,12,42,0,29.67,64.78,21.0,Black,Urea
pulses,33,4,1,30.52,62.11,23.07,Black,28-28
maize,7,46,0,26.59,52.55,41.35,Sandy,17-17-17
oil_seeds,9,22,19,32.62,59.63,50.0,Clayey,10-26-26
cotton,33,0,1,32.95,59.16,69.03,Clayey,20-20
tobacco,10,8,11,28.56,43.97,24.88,Loamy,17-17-17
pulses,10,32,9,35.74,66.71,37.68,Sandy,DAP
tobacco,12,32,0,26.35,50.4,53.76,Black,10-26-26
cotton,7,32,4,33.8,70.5,42.98,Sandy,20-20
tobacco,39,0,2,28.08,58.23,37.23,Clayey,14-35-14
wheat,20,21,1,32.56,71.98,46.27,Loamy,14-35-14
wheat,19,16,0,29.64,49.17,34.47,Clayey,17-17-17
ground_nuts,5,18,16,31.55,58.9,47.7,Sandy,DAP
pulses,33,0,0,35.51,53.67,32.47,Clayey,DAP
paddy,12,30,10,33.2,60.31,55.18,Black,28-28
paddy,8,13,11,23.28,48.32,43.9,Red,20-20
barley,9,39,0,40.0,65.13,40.28,Loamy,Urea
pulses,8,17,16,27.91,62.4,41.2,Red,28-28
wheat,23,18,0,23.03,49.38,40.47,Black,10-26-26
tobacco,39,4,4,25.88,54.24,40.43,Clayey,DAP
tobacco,35,2,2,31.64,51.55,63.79,Loamy,28-28
tobacco,7,21,12,27.32,59.41,44.2,Loamy,Urea
cotton,10,16,19,33.87,61.94,45.99,Loamy,14-35-14
sugarcane,8,10,10,30.04,44.44,43.27,Clayey,17-17-17
ground_nuts,10,37,3,37.53,59.1,32.18,Red,14-35-14
tobacco,16,27,0,33.8,60.2,43.21,Sandy,Urea
ground_nuts,11,21,12,21.7,60.92,26.89,Sandy,28-28
ground_nuts,4,32,5,31.15,63.09,30.51,Clayey,20-20
paddy,9,39,4,27.1,42.29,35.96,Black,Urea
wheat,36,0,0,33.97,66.11,59.93,Clayey,14-35-14
maize,8,28,6,32.8,46.19,20.0,Red,DAP
tobacco,30,0,0,32.16,70.3,57.02,Black,20-20
paddy,10,40,0,24.65,46.46,27.78,Sandy,14-35-14
wheat,18,20,0,29.46,43.41,40.69,Black,10-26-26
tobacco,18,19,1,28.74,50.71,37.75,Loamy,20-20
sugarcane,37,3,4,40.0,74.62,44.27,Red,14-35-14
maize,24,24,0,28.67,61.38,48.54,Black,14-35-14
maize,11,6,3,22.28,43.79,63.73,Clayey,28-28
oil_seeds,36,3,4,32.21,72.67,58.11,Clayey,20-20
maize,14,35,0,27.73,61.49,20.0,Clayey,Urea
oil_seeds,19,26,4,25.85,55.63,47.46,Clayey,20-20
cotton,37,4,0,27.63,56.77,28.61,Clayey,10-26-26
oil_seeds,14,13,11,30.45,71.76,45.74,Red,DAP
ground_nuts,10,12,12,20.48,55.53,65.44,Loamy,Urea
pulses,11,39,2,34.12,58.21,42.94,Sandy,10-26-26
maize,0,19,17,25.45,45.61,41.12,Clayey,10-26-26
paddy,22,20,4,21.54,58.62,46.04,Red,20-20
ground_nuts,9,18,3,27.08,64.97,38.34,Red,Urea
millets,39,0,3,27.06,51.6,51.94,Clayey,14-35-14
paddy,28,21,1,31.67,48.24,38.06,Black,14-35-14
barley,12,19,14,39.89,63.45,47.15,Sandy,17-17-17
cotton,9,14,4,22.85,56.83,57.72,Red,28-28
pulses,3,25,12,33.18,56.59,53.96,Black,20-20
pulses,34,1,0,32.8,44.88,49.08,Red,DAP
wheat,18,38,3,25.71,51.75,70.0,Black,14-35-14
cotton,6,29,6,37.03,70.38,61.08,Black,Urea
tobacco,7,33,7,37.68,67.03,20.0,Red,17-17-17
sugarcane,12,37,0,24.32,56.65,22.81,Red,28-28
tobacco,40,0,0,25.38,60.83,22.64,Clayey,DAP
barley,24,21,0,34.73,68.13,39.85,Sandy,20-20
barley,20,19,0,35.89,52.9,44.55,Red,20-20
tobacco,16,9,3,34.17,68.22,31.05,Loamy,28-28
maize,38,0,0,26.14,57.83,37.34,Sandy,14-35-14
maize,21,18,1,34.08,62.7,32.05,Black,DAP
millets,28,24,0,24.46,65.27,48.51,Red,20-20
cotton,35,0,0,31.49,47.25,30.78,Loamy,17-17-17
maize,7,13,17,25.74,52.83,35.38,Red,14-35-14
maize,11,35,1,40.0,63.46,40.95,Red,Urea
tobacco,7,18,15,36.68,65.54,46.65,Red,28-28
maize,44,0,2,30.4,44.22,31.39,Loamy,28-28
pulses,16,8,0,26.5,57.72,35.19,Red,28-28
maize,18,32,0,29.16,51.64,30.31,Clayey,28-28
millets,8,41,0,35.74,79.96,27.81,Clayey,10-26-26
pulses,25,32,0,32.83,69.35,43.35,Red,20-20
maize,33,0,2,32.97,44.31,46.49,Red,DAP
pulses,7,27,11,33.07,62.75,57.16,Clayey,DAP
oil_seeds,0,14,22,26.12,46.35,49.55,Loamy,Urea
pulses,14,9,13,30.64,61.94,52.25,Red,20-20
paddy,39,0,0,25.99,60.98,37.81,Loamy,17-17-17
oil_seeds,9,15,16,30.96,71.01,55.69,Red,28-28
tobacco,6,17,19,22.33,48.89,28.54,Black,DAP
barley,9,8,2,25.13,69.36,50.28,Clayey,DAP
oil_seeds,8,13,0,37.01,72.38,44.71,Sandy,DAP
maize,8,16,13,37.11,61.41,60.83,Sandy,14-35-14
wheat,38,3,2,30.01,67.64,26.5,Red,28-28
cotton,7,5,0,21.44,57.52,58.64,Black,28-28
cotton,14,16,1,30.58,53.33,39.94,Red,28-28
paddy,6,37,0,33.31,63.71,32.94,Loamy,14-35-14
oil_seeds,16,11,3,32.27,66.81,57.12,Red,10-26-26
barley,42,0,0,38.18,72.68,52.23,Clayey,14-35-14
oil_seeds,12,17,0,28.07,57.06,54.6,Black,14-35-14
maize,32,3,0,28.94,58.91,26.54,Clayey,Urea
wheat,13,40,0,28.86,52.28,28.12,Red,10-26-26
ground_nuts,8,17,15,30.07,62.6,54.75,Clayey,20-20
barley,13,38,4,38.21,60.25,49.83,Black,17-17-17
sugarcane,39,4,0,40.0,80.0,53.26,Sandy,17-17-17
millets,26,23,4,34.24,66.72,42.15,Clayey,DAP
sugarcane,17,18,1,24.27,51.0,30.89,Red,17-17-17
tobacco,23,19,0,29.16,58.29,45.56,Red,14-35-14
oil_seeds,5,23,8,36.0,70.93,50.56,Sandy,10-26-26
barley,12,17,14,26.84,45.54,50.57,Loamy,17-17-17
cotton,27,20,3,33.62,58.44,32.87,Clayey,28-28
cotton,13,37,0,40.0,72.84,61.46,Loamy,28-28
cotton,38,0,0,38.79,66.25,48.58,Black,DAP
sugarcane,4,26,4,39.46,66.35,42.08,Sandy,20-20
sugarcane,5,34,9,36.94,59.89,32.39,Black,20-20
maize,37,4,0,25.12,58.53,38.28,Sandy,20-20
sugarcane,16,6,0,29.65,73.8,41.76,Black,17-17-17
tobacco,17,21,3,28.43,60.42,24.64,Red,DAP
barley,5,29,4,25.87,58.43,64.21,Loamy,28-28
pulses,12,10,16,23.42,55.62,26.64,Sandy,20-20
paddy,10,16,10,30.41,57.63,37.84,Red,14-35-14
oil_seeds,8,31,2,30.87,53.52,41.73,Black,DAP
millets,7,32,1,39.05,67.42,25.24,Black,10-26-26
barley,12,18,17,27.98,63.97,45.35,Loamy,17-17-17
barley,10,16,11,29.25,42.98,64.69,Black,28-28
barley,12,30,9,29.23,44.55,33.21,Clayey,14-35-14
millets,43,3,2,29.67,64.88,33.45,Sandy,28-28
barley,5,27,2,33.14,49.95,36.02,Clayey,DAP
sugarcane,42,2,0,25.08,59.42,37.34,Sandy,20-20
ground_nuts,14,40,0,33.11,79.52,30.26,Black,10-26-26
paddy,15,18,8,22.22,54.98,60.43,Loamy,10-26-26
ground_nuts,19,17,4,27.93,47.92,50.02,Black,17-17-17
tobacco,19,20,0,32.24,72.15,27.8,Red,20-20
ground_nuts,13,42,2,38.46,72.39,28.01,Black,10-26-26
barley,44,1,4,27.68,68.09,32.86,Red,10-26-26
sugarcane,24,16,2,34.36,69.3,43.14,Loamy,Urea
wheat,24,14,0,36.56,56.18,45.38,Loamy,10-26-26
barley,4,17,13,30.88,44.61,40.83,Clayey,Urea
barley,21,22,0,30.02,44.98,45.58,Loamy,28-28
maize,14,20,16,39.16,66.36,55.82,Clayey,17-17-17
maize,15,39,0,32.33,57.56,43.39,Red,DAP
paddy,9,8,13,27.38,66.23,51.93,Loamy,10-26-26
oil_seeds,36,0,0,20.05,52.7,59.86,Black,10-26-26
tobacco,20,23,0,24.55,42.48,48.77,Sandy,17-17-17
pulses,7,9,9,26.95,60.35,33.66,Sandy,10-26-26
oil_seeds,42,1,1,30.28,66.13,41.03,Red,28-28
maize,13,18,3,27.97,47.42,60.83,Clayey,DAP
paddy,41,0,1,27.95,52.18,27.86,Red,28-28
paddy,15,33,0,33.97,59.11,56.95,Black,14-35-14
paddy,37,0,0,28.44,69.02,25.51,Loamy,17-17-17
tobacco,27,18,4,27.49,53.12,50.69,Clayey,28-28
ground_nuts,11,17,8,31.42,52.17,52.65,Sandy,10-26-26
maize,16,35,0,38.35,71.0,65.66,Clayey,Urea
tobacco,11,34,3,38.14,63.81,36.37,Loamy,14-35-14
ground_nuts,15,15,15,24.54,57.8,26.75,Black,10-26-26
maize,16,38,0,33.14,50.91,52.07,Red,14-35-14
oil_seeds,34,3,0,30.52,62.93,53.95,Clayey,14-35-14
paddy,39,0,3,30.61,69.73,64.16,Loamy,20-20
maize,33,3,0,31.52,62.74,54.75,Sandy,DAP
millets,18,16,3,26.58,56.37,50.42,Clayey,10-26-26
oil_seeds,34,0,1,36.99,56.66,46.46,Clayey,DAP
paddy,10,4,1,22.61,52.77,41.72,Black,10-26-26
cotton,7,35,9,36.86,57.94,35.72,Loamy,Urea
oil_seeds,18,19,0,23.83,51.13,40.03,Clayey,28-28
tobacco,39,0,0,25.43,62.17,53.4,Red,17-17-17
paddy,21,19,3,38.58,64.3,54.91,Sandy,28-28
millets,19,15,0,25.67,44.93,45.94,Sandy,20-20
millets,10,32,10,40.0,68.24,47.7,Black,20-20
barley,41,4,0,29.44,68.03,20.57,Clayey,10-26-26
wheat,4,20,23,38.82,63.69,51.13,Sandy,28-28
barley,8,12,16,28.68,58.87,64.36,Red,14-35-14
maize,16,9,9,36.07,68.41,54.45,Clayey,28-28
oil_seeds,39,0,0,25.12,59.52,64.6,Clayey,17-17-17
pulses,14,7,14,23.48,47.79,30.27,Clayey,10-26-26
cotton,8,11,3,27.05,69.98,52.83,Loamy,DAP
ground_nuts,14,35,3,30.76,67.49,42.88,Sandy,10-26-26
oil_seeds,8,4,1,26.44,47.39,51.83,Sandy,DAP
pulses,34,1,0,31.34,52.86,27.31,Red,DAP
paddy,6,10,0,29.79,66.3,62.12,Loamy,DAP
ground_nuts,0,17,16,29.14,69.95,21.5,Loamy,10-26-26
paddy,6,18,0,30.96,59.31,60.38,Sandy,Urea
oil_seeds,11,8,4,25.01,54.68,64.61,Clayey,10-26-26
paddy,41,0,0,31.64,68.37,49.45,Black,28-28
cotton,11,36,0,30.97,55.28,50.63,Sandy,20-20
ground_nuts,20,18,0,33.8,58.8,28.44,Sandy,DAP
millets,40,0,1,22.15,57.99,69.1,Red,14-35-14
pulses,14,44,4,26.8,54.9,42.04,Sandy,Urea
maize,8,34,0,28.23,66.99,61.65,Red,28-28
wheat,18,21,0,25.96,52.8,57.24,Red,17-17-17
maize,11,12,8,30.27,58.16,31.73,Red,20-20
wheat,9,32,5,32.92,63.87,70.0,Sandy,17-17-17
barley,6,22,16,37.04,63.94,35.24,Sandy,28-28
barley,32,3,0,29.99,45.6,70.0,Clayey,28-28
maize,17,22,0,26.87,55.79,38.33,Clayey,10-26-26
barley,9,9,0,22.21,46.25,51.97,Loamy,28-28
barley,8,20,14,26.15,60.28,36.97,Sandy,14-35-14
tobacco,14,37,0,31.44,57.35,51.14,Clayey,20-20
paddy,5,11,0,34.23,53.35,37.66,Clayey,28-28
paddy,9,34,2,35.68,57.04,20.58,Sandy,10-26-26
barley,10,17,18,25.31,65.02,24.18,Clayey,17-17-17
ground_nuts,6,15,3,26.8,52.7,41.8,Loamy,DAP
paddy,15,33,0,34.58,76.12,42.72,Clayey,17-17-17
sugarcane,9,35,0,31.61,56.45,63.08,Sandy,28-28
sugarcane,40,0,1,40.0,58.59,31.87,Sandy,17-17-17
paddy,10,34,0,25.71,62.35,59.19,Sandy,10-26-26
paddy,5,19,22,33.66,63.43,49.93,Black,Urea
wheat,12,36,0,35.45,74.57,35.05,Black,Urea
ground_nuts,39,0,1,37.13,72.24,29.37,Clayey,10-26-26
pulses,9,44,0,30.16,43.34,25.27,Clayey,10-26-26
tobacco,16,10,11,33.64,65.14,52.79,Sandy,DAP
cotton,11,34,1,27.64,53.33,51.15,Red,10-26-26
sugarcane,9,9,4,35.7,73.21,36.23,Red,DAP
paddy,5,26,12,25.56,46.39,20.0,Black,28-28
barley,6,22,18,33.6,55.53,49.42,Black,10-26-26
maize,7,9,0,38.22,70.16,57.22,Clayey,Urea
barley,11,27,11,30.18,51.81,29.94,Loamy,20-20
paddy,8,12,2,25.29,59.98,64.0,Red,28-28
millets,17,33,1,28.19,58.08,28.22,Red,28-28
maize,40,4,2,36.38,70.01,60.43,Loamy,DAP
oil_seeds,18,38,0,29.04,51.75,59.95,Sandy,14-35-14
tobacco,11,16,21,24.23,60.43,28.52,Loamy,14-35-14
sugarcane,10,40,4,29.4,63.14,41.1,Red,17-17-17
tobacco,14,36,4,38.43,75.91,25.65,Loamy,10-26-26
barley,12,11,0,28.98,50.38,56.54,Loamy,14-35-14
maize,40,4,0,27.21,57.02,67.38,Red,28-28
cotton,8,14,0,29.16,52.87,32.38,Loamy,17-17-17
sugarcane,13,35,0,26.2,58.33,54.24,Sandy,14-35-14
barley,12,8,3,21.05,42.39,70.0,Black,Urea
tobacco,39,0,1,31.39,65.28,47.83,Black,14-35-14
wheat,16,14,0,30.04,44.38,31.72,Sandy,20-20
maize,15,45,3,26.62,52.74,33.14,Red,28-28
cotton,12,4,0,29.37,46.93,59.62,Sandy,20-20
tobacco,7,31,4,24.04,48.68,40.49,Sandy,20-20
ground_nuts,37,0,0,28.58,67.94,28.77,Black,Urea
paddy,10,19,11,29.46,52.94,48.45,Clayey,20-20
pulses,15,42,1,23.62,47.19,34.46,Loamy,DAP
barley,5,17,0,27.88,43.64,55.1,Red,DAP
cotton,14,11,3,32.45,66.79,49.1,Red,14-35-14
ground_nuts,12,14,0,29.09,57.69,56.66,Red,Urea
oil_seeds,31,0,3,28.78,57.35,64.43,Sandy,20-20
millets,34,0,0,25.5,45.0,31.33,Clayey,20-20
pulses,36,3,0,26.98,68.44,39.49,Loamy,20-20
pulses,15,40,0,24.19,50.1,34.02,Black,28-28
paddy,15,12,3,28.26,55.11,46.68,Clayey,14-35-14
sugarcane,41,0,3,32.63,56.39,70.0,Loamy,20-20
barley,13,11,0,30.92,56.11,55.05,Clayey,28-28
cotton,21,17,4,32.75,69.48,55.67,Clayey,Urea
wheat,11,34,13,38.36,75.41,34.95,Red,20-20
cotton,17,13,19,24.05,53.45,32.5,Loamy,14-35-14
millets,7,29,7,38.64,57.63,62.51,Sandy,17-17-17
wheat,13,34,3,29.68,62.09,51.54,Clayey,DAP
wheat,17,10,3,28.58,61.21,35.39,Sandy,Urea
maize,33,0,0,30.2,51.36,29.87,Loamy,DAP
sugarcane,1,15,22,23.88,54.05,34.53,Sandy,10-26-26
tobacco,32,0,0,24.53,47.17,38.35,Sandy,Urea
cotton,12,38,0,40.0,73.73,30.74,Red,10-26-26
ground_nuts,6,10,1,30.99,55.81,33.94,Clayey,14-35-14
ground_nuts,41,0,3,32.0,44.93,39.49,Clayey,17-17-17
ground_nuts,3,27,9,30.08,52.42,26.72,Red,10-26-26
pulses,5,16,0,26.79,49.37,43.82,Red,17-17-17
maize,33,0,4,25.77,47.79,44.15,Sandy,17-17-17
cotton,9,15,15,31.83,62.84,55.56,Black,14-35-14
maize,8,18,8,26.57,60.41,53.33,Red,Urea
paddy,14,28,11,27.96,62.45,52.25,Red,20-20
cotton,18,36,0,27.01,52.69,27.55,Sandy,DAP
millets,22,21,0,26.62,49.63,47.94,Sandy,28-28
cotton,9,10,4,26.5,59.39,29.76,Black,DAP
barley,5,26,5,29.85,48.0,20.0,Red,17-17-17
oil_seeds,26,22,4,31.28,71.0,67.55,Red,28-28
ground_nuts,9,10,0,31.03,56.07,46.54,Sandy,DAP
sugarcane,12,12,0,28.53,50.22,28.54,Sandy,28-28
ground_nuts,0,21,15,31.99,68.1,31.15,Loamy,17-17-17
paddy,17,22,0,27.62,54.8,31.39,Red,DAP
sugarcane,5,9,0,25.22,48.85,64.83,Clayey,DAP
pulses,43,0,3,27.44,49.87,29.06,Black,14-35-14
cotton,10,28,2,37.45,74.47,28.23,Red,Urea
oil_seeds,16,39,0,34.81,64.86,33.36,Black,10-26-26
maize,9,32,9,26.17,55.85,65.64,Loamy,20-20
sugarcane,4,19,6,33.55,63.26,49.37,Black,DAP
wheat,23,22,1,30.57,51.96,42.72,Sandy,DAP
ground_nuts,17,35,0,37.14,69.78,61.72,Sandy,17-17-17
millets,9,41,4,32.97,79.08,28.62,Loamy,14-35-14
tobacco,6,9,2,34.1,66.26,41.39,Sandy,10-26-26
sugarcane,2,13,17,23.94,60.79,50.62,Red,20-20
barley,14,11,0,26.45,51.02,41.39,Loamy,14-35-14
barley,32,1,0,27.91,56.12,55.18,Sandy,Urea
paddy,17,10,0,24.34,62.48,28.71,Loamy,DAP
paddy,18,20,0,35.04,52.38,29.33,Red,10-26-26
cotton,9,33,4,29.04,45.29,36.71,Clayey,28-28
pulses,9,10,16,26.81,64.56,70.0,Clayey,14-35-14
paddy,9,36,4,32.4,61.69,38.95,Black,10-26-26
millets,18,11,10,20.3,51.89,24.85,Black,20-20
sugarcane,10,8,18,37.37,58.9,54.37,Clayey,14-35-14
paddy,1,16,15,32.64,56.48,33.02,Sandy,DAP
paddy,12,37,4,35.42,55.91,25.75,Clayey,28-28
paddy,27,22,4,35.12,60.79,26.45,Sandy,10-26-26
paddy,16,38,0,31.46,59.07,67.98,Clayey,20-20
ground_nuts,8,31,9,35.93,61.57,37.5,Loamy,28-28
tobacco,36,3,1,20.63,44.57,64.79,Clayey,Urea
paddy,9,34,10,29.83,63.99,61.91,Clayey,17-17-17
barley,13,25,10,26.37,58.84,50.54,Clayey,28-28
oil_seeds,4,27,11,25.42,58.73,53.39,Red,Urea
paddy,11,14,16,33.06,62.55,67.51,Black,17-17-17
millets,12,6,2,24.37,42.57,25.32,Red,17-17-17
oil_seeds,18,16,3,37.26,67.14,45.88,Sandy,20-20
wheat,40,0,0,22.49,47.55,30.52,Black,17-17-17
cotton,8,43,0,31.89,62.35,27.3,Black,14-35-14
millets,10,25,8,29.67,64.14,54.58,Black,14-35-14
sugarcane,35,0,2,37.95,60.75,56.21,Loamy,17-17-17
ground_nuts,1,22,23,35.78,62.29,42.45,Loamy,17-17-17
wheat,11,12,1,30.73,70.83,42.3,Clayey,28-28
millets,9,33,2,31.43,49.67,32.78,Clayey,20-20
sugarcane,1,20,20,23.5,46.98,44.43,Sandy,17-17-17
barley,6,12,0,28.49,56.61,36.96,Red,Urea
oil_seeds,17,12,0,31.64,69.93,26.31,Loamy,20-20
barley,9,3,1,29.38,53.5,37.11,Clayey,14-35-14
millets,45,1,0,30.63,48.47,42.44,Red,10-26-26
maize,11,44,3,22.8,50.13,24.57,Sandy,14-35-14
oil_seeds,11,39,3,32.25,63.55,56.37,Loamy,14-35-14
ground_nuts,14,9,17,28.23,46.91,30.9,Sandy,14-35-14
pulses,39,3,3,31.75,46.07,32.2,Red,20-20
wheat,12,12,0,28.62,60.33,42.04,Sandy,20-20
sugarcane,11,34,1,32.22,48.92,28.62,Black,DAP
millets,22,23,0,24.96,57.15,41.93,Loamy,Urea
barley,16,33,0,24.72,49.17,70.0,Loamy,28-28
barley,8,11,0,30.52,69.57,57.08,Red,28-28
tobacco,12,13,10,35.87,63.1,51.54,Clayey,28-28
maize,38,0,0,30.23,51.35,46.67,Black,28-28
tobacco,41,4,3,34.48,80.0,52.95,Red,DAP
cotton,24,24,0,27.91,58.92,33.61,Red,14-35-14
sugarcane,9,33,7,28.2,46.89,48.92,Black,14-35-14
barley,10,40,2,27.32,55.2,41.01,Black,28-28
maize,16,17,0,23.91,44.08,34.26,Red,14-35-14
wheat,32,0,2,27.49,50.47,40.81,Clayey,Urea
paddy,35,3,1,33.2,59.06,38.13,Black,28-28
paddy,9,16,7,26.61,64.82,70.0,Black,17-17-17
cotton,13,41,4,26.96,57.09,63.16,Black,DAP
barley,9,34,8,32.7,66.93,54.09,Black,28-28
sugarcane,34,4,0,30.35,64.11,45.1,Sandy,14-35-14
barley,4,32,13,38.32,58.04,29.6,Black,14-35-14
millets,42,0,3,38.87,66.29,56.82,Black,28-28
millets,11,35,1,25.68,65.12,32.55,Clayey,10-26-26
ground_nuts,11,6,4,28.68,54.9,52.05,Black,20-20
tobacco,13,19,0,22.25,51.9,65.54,Loamy,28-28
paddy,19,19,0,22.04,60.41,51.67,Sandy,17-17-17
oil_seeds,9,19,20,21.1,51.51,46.0,Clayey,10-26-26
cotton,17,15,0,28.23,63.31,41.67,Loamy,DAP
cotton,18,16,0,22.8,50.11,38.86,Loamy,10-26-26
paddy,4,30,9,29.82,63.7,20.39,Red,14-35-14
barley,43,3,0,25.57,54.15,30.23,Red,DAP
paddy,11,33,0,38.7,70.68,55.4,Sandy,DAP
tobacco,4,37,9,29.85,48.35,49.94,Red,20-20
cotton,27,16,4,29.5,46.63,46.49,Clayey,17-17-17
maize,14,35,2,28.04,63.25,67.45,Black,Urea
pulses,14,10,3,29.12,44.13,29.35,Red,DAP
tobacco,5,34,9,26.52,58.92,34.29,Clayey,DAP
cotton,22,16,0,21.31,57.18,24.62,Red,10-26-26
tobacco,21,23,0,28.53,56.5,53.26,Loamy,28-28
paddy,15,15,11,29.74,67.01,62.02,Loamy,17-17-17
sugarcane,7,18,13,31.09,49.95,49.7,Loamy,17-17-17
ground_nuts,18,25,1,30.64,48.22,36.77,Sandy,14-35-14
sugarcane,6,28,9,25.61,54.53,30.19,Black,14-35-14
pulses,7,10,0,27.97,47.17,23.87,Clayey,17-17-17
pulses,33,0,2,33.96,74.09,54.5,Black,Urea
ground_nuts,31,0,0,31.13,63.28,33.21,Clayey,20-20
cotton,11,12,0,30.16,48.47,29.99,Black,DAP
tobacco,17,36,1,27.03,54.61,29.22,Sandy,14-35-14
millets,11,14,0,34.33,61.44,37.09,Black,28-28
wheat,38,0,0,32.45,57.39,37.81,Loamy,20-20
maize,10,13,13,20.25,57.16,58.47,Sandy,28-28
cotton,18,22,4,29.45,64.13,38.78,Loamy,17-17-17
pulses,20,20,0,33.61,71.46,47.12,Loamy,DAP
wheat,14,34,11,27.8,66.95,64.26,Clayey,10-26-26
sugarcane,17,42,0,26.61,57.49,20.0,Loamy,17-17-17
maize,7,19,3,22.94,62.54,60.3,Sandy,Urea
pulses,25,22,0,21.09,58.26,53.18,Sandy,DAP
oil_seeds,23,24,0,26.66,64.42,45.56,Sandy,14-35-14
oil_seeds,14,40,2,27.71,49.09,20.19,Loamy,17-17-17
barley,15,37,4,29.06,51.8,55.09,Sandy,Urea
pulses,35,2,2,30.52,56.23,50.8,Red,20-20
cotton,9,28,5,34.08,50.64,63.2,Sandy,DAP
oil_seeds,42,0,0,27.39,44.22,57.71,Clayey,14-35-14
pulses,11,40,0,35.58,59.73,38.2,Red,10-26-26
sugarcane,11,17,9,31.55,56.81,69.3,Red,10-26-26
wheat,13,12,10,21.26,40.17,21.0,Loamy,14-35-14
wheat,11,19,14,23.21,54.01,47.49,Loamy,DAP
tobacco,21,25,0,24.72,56.71,42.09,Clayey,DAP
barley,38,0,1,30.01,73.84,51.09,Clayey,28-28
millets,8,7,0,26.1,43.22,23.24,Sandy,14-35-14
sugarcane,11,12,4,30.85,57.89,52.46,Loamy,17-17-17
maize,8,10,0,31.0,66.62,40.41,Black,17-17-17
barley,36,0,0,32.4,63.31,54.7,Red,14-35-14
maize,33,3,2,29.03,60.03,35.31,Loamy,10-26-26
barley,8,14,4,32.36,59.53,47.64,Red,10-26-26
barley,6,25,10,30.19,57.73,35.0,Loamy,28-28
cotton,8,16,19,29.96,55.46,24.12,Loamy,Urea
wheat,17,28,0,36.83,69.28,25.17,Red,28-28
barley,35,3,4,26.95,60.64,35.66,Red,Urea
maize,17,12,3,31.23,44.6,25.08,Red,DAP
cotton,9,34,9,33.78,51.39,47.6,Black,28-28
ground_nuts,31,0,3,30.05,43.14,35.86,Loamy,DAP
sugarcane,7,32,14,32.02,65.43,53.07,Loamy,Urea
oil_seeds,45,3,1,32.6,70.04,38.74,Black,14-35-14
ground_nuts,5,28,10,30.26,62.42,39.3,Clayey,20-20
